run_id,endpoint,target_physiology_ratio_before,target_physiology_ratio_after,target_treatment_ratio_before,target_treatment_ratio_after,cross_center_spearman_before,cross_center_spearman_after,n_source_shap,n_target_shap,evidence_tier,claim_limit
binary_20260719_044949_c6c955a30fc2,IDH,0.8348503124410689,0.9407489774130496,0.1651496875589311,0.05925102258695037,0.7658096392925798,0.8172706515001679,400,400,exploratory,model_attribution_not_causal_mechanism
binary_20260719_044949_c6c955a30fc2,IH,0.9684658496679431,0.9789686480063455,0.03153415033205667,0.02103135199365452,0.9059233449477353,0.9329268292682927,400,400,exploratory,model_attribution_not_causal_mechanism
