dataset_version,cohort,frozen_file_path,frozen_sha256,current_sha256,exact_frozen_file_available,row_count,patient_count,session_count,idh_events,idh_prevalence,ih_events,ih_prevalence,preprocessing_version,preprocessing_artifact,registered_run_count,status
dual_binary_hemodynamic_v1_frozen_20260719,source,data/processed/深医_final_data.csv,fddb318b233831b6176e4866267f5a5cb4b69fdcbfe0de142179a66702ee817a,82a75ca4391e077efd03a3b9a70b2df4d43dcb1dbab31e9127d475ed8d387ce1,false,211452,1628,211452,30694,0.14515823922214025,59978,0.2836482984317954,source_fitted_median_zscore_and_source_categories_v1,experiments/binary_results/binary_20260719_044949_c6c955a30fc2/preprocessing.json,8,frozen_hash_only_current_file_mismatch
dual_binary_hemodynamic_v1_frozen_20260719,target,data/processed/福鼎_final_data.csv,0e1e35efc93cdcff633ab0a2ba400af5024dc5a212b6beca4c165f65efc8ebf1,0bed70a585f4d084665b470b4afdc114f154938bf17a4ba20ab4b954a287dbc5,false,74947,430,74947,28881,0.38535231563638306,8962,0.11957783500340241,source_fitted_median_zscore_and_source_categories_v1,experiments/binary_results/binary_20260719_044949_c6c955a30fc2/preprocessing.json,8,frozen_hash_only_current_file_mismatch
