run_id,experiment_id,model_family_id,architecture,alignment_strategy,training_mode,seed,random_partition_id,random_family,config_path,config_sha256,evidence_node,output_dir,status,execution_index,within_seed_position
V3-E__C_group_size_matched-18__seed_7,V3-E3-RANDOM,E__C_group_size_matched-18,dual_branch,random_feature_coral,supervised_update,7,C_group_size_matched-18,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-18__seed_7.yaml,7cb2560f17f729290f0596b552e342f2118b4e1b58fd04fc1646af1347ab66f1,E3.3,experiments/v3_results/V3-E__C_group_size_matched-18__seed_7,planned,64,64
V3-E__C_group_size_matched-19__seed_7,V3-E3-RANDOM,E__C_group_size_matched-19,dual_branch,random_feature_coral,supervised_update,7,C_group_size_matched-19,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-19__seed_7.yaml,c2948303bf21e8d5d7eb8f59c1b3e1d7b2933a58713054d0766e7151b4f0a54b,E3.3,experiments/v3_results/V3-E__C_group_size_matched-19__seed_7,planned,65,65
V3-E__D_clinical_type_matched-01__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-01,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-01,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-01__seed_7.yaml,de1e7cbd346be10b0540fc675de69ebad2b09974ca716f92e88c451dd5c2143a,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-01__seed_7,planned,66,66
V3-E__D_clinical_type_matched-02__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-02,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-02,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-02__seed_7.yaml,57b1623e3d813d7c78930a01f2143bd3ce389e273acc22d413815f43037d50ce,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-02__seed_7,planned,67,67
V3-E__D_clinical_type_matched-03__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-03,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-03,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-03__seed_7.yaml,99b8627206a3271e10efef54da5d16063c0188e84d186655e83daaf368533dd2,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-03__seed_7,planned,68,68
V3-E__D_clinical_type_matched-04__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-04,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-04,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-04__seed_7.yaml,d08bd6662309a2016ee634a7f5b06d46f1ff0ec6a6b5a29b36e816aba95c4c6f,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-04__seed_7,planned,69,69
V3-E__D_clinical_type_matched-05__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-05,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-05,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-05__seed_7.yaml,7ee8b745cc694c3c3634def7c711b47fa8ef362d420eb0bf6a2e08727aecf86d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-05__seed_7,planned,70,70
V3-E__D_clinical_type_matched-06__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-06,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-06,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-06__seed_7.yaml,ead632f64f96cac70c2831a3bb65a1727bdbe091911d64491c43483d0318a7ae,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-06__seed_7,planned,71,71
V3-E__D_clinical_type_matched-07__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-07,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-07,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-07__seed_7.yaml,cc2e3ef8c1ac7808b41e9293a73c1db740c742e76129eaf5d258a01691df226d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-07__seed_7,planned,72,72
V3-E__D_clinical_type_matched-08__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-08,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-08,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-08__seed_7.yaml,76c5ed0e5510520e0e23e542ac4e54012c15e70d2afd440f41e7053c2f6454fe,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-08__seed_7,planned,73,73
V3-E__D_clinical_type_matched-09__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-09,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-09,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-09__seed_7.yaml,7dfc75a27d68c282c97ce26b8d7fc0589f6ae7b2b043abc8fb627923dfe8181b,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-09__seed_7,planned,74,74
V3-E__D_clinical_type_matched-10__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-10,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-10,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-10__seed_7.yaml,92bb35ceaf5aff707a6b37d6c040ed44d353918003df52f0fde76eeff9d1213c,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-10__seed_7,planned,75,75
V3-E__D_clinical_type_matched-11__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-11,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-11,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-11__seed_7.yaml,69e53fd8ad3d14ad9af9a0736a69652b04cac4caf46461c15a1a5e2d736c7c03,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-11__seed_7,planned,76,76
V3-E__D_clinical_type_matched-12__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-12,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-12,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-12__seed_7.yaml,4d51021d49fcd53625eb870489387021bc6b939a6c3256c2057894c30301c652,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-12__seed_7,planned,77,77
V3-E__D_clinical_type_matched-13__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-13,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-13,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-13__seed_7.yaml,4a4374f0d00a86d353975753475ee9e28bc6d11ce24b827150201ee55138cc38,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-13__seed_7,planned,78,78
V3-E__D_clinical_type_matched-14__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-14,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-14,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-14__seed_7.yaml,76394f0b36d7fcc3e9b3bd98b44486318fb87731e85f1d48cf62b5f77c90a57a,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-14__seed_7,planned,79,79
V3-E__D_clinical_type_matched-15__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-15,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-15,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-15__seed_7.yaml,435b315f294c5dd5c15c6b6d8e11f97b4352fbe1cc2c20235760da06034dcdd5,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-15__seed_7,planned,80,80
V3-E__D_clinical_type_matched-16__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-16,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-16,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-16__seed_7.yaml,b729dd9b50a1bdb99771c59e2bb8dffbe0e134bc45545e724b2f24768b134b59,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-16__seed_7,planned,81,81
V3-E__D_clinical_type_matched-17__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-17,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-17,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-17__seed_7.yaml,96b42dec46a4facfeebdc45ce6cae98663e8b497da3705055d49c78e5e83ca65,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-17__seed_7,planned,82,82
V3-E__D_clinical_type_matched-18__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-18,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-18,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-18__seed_7.yaml,f4e31941c5dc31c530a3c1263aa9734d167fe43df5d0c95d9470e273f9297737,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-18__seed_7,planned,83,83
V3-E__D_clinical_type_matched-19__seed_7,V3-E3-RANDOM,E__D_clinical_type_matched-19,dual_branch,random_feature_coral,supervised_update,7,D_clinical_type_matched-19,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-19__seed_7.yaml,1849540066fd428c04843da57eb5c26cec1a2b341d09db55271fd206340fc3ac,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-19__seed_7,planned,84,84
V3-A__seed_13,V3-E3-CONTROLS,A,single_encoder,no_alignment,supervised_update,13,,,v3/experiments/server_configs/V3-A__seed_13.yaml,29c929ca68e9caa56965751f65842c3e3023852e2bf9faf29a973f1729c4e16c,E3.1,experiments/v3_results/V3-A__seed_13,planned,85,1
V3-B__seed_13,V3-E3-CONTROLS,B,single_encoder,global_coral,supervised_update,13,,,v3/experiments/server_configs/V3-B__seed_13.yaml,2964df7e0b60fb057464525d85e259757eb8e7e7f94239e50891e3a41c55677c,E3.1,experiments/v3_results/V3-B__seed_13,planned,86,2
V3-C__seed_13,V3-E3-CONTROLS,C,dual_branch,no_alignment,supervised_update,13,,,v3/experiments/server_configs/V3-C__seed_13.yaml,1cd4122724b0ed01e6af99f627c6dcb0430b70933e3e16bcc80134f081d8c09d,E3.1,experiments/v3_results/V3-C__seed_13,planned,87,3
V3-D1__seed_13,V3-E3-SELECTIVE,D1,dual_branch,physiology_coral,supervised_update,13,,,v3/experiments/server_configs/V3-D1__seed_13.yaml,f6e43445f37a3684cc58da8a073bb92114c088088450e642df5e644302ce2695,E3.2,experiments/v3_results/V3-D1__seed_13,planned,88,4
V3-D2__seed_13,V3-E3-SELECTIVE,D2,dual_branch,treatment_coral,supervised_update,13,,,v3/experiments/server_configs/V3-D2__seed_13.yaml,49825e7b98fe1420d5771f5937192e7ad2d298912c2bed9f3b8e011a1de371e2,E3.2,experiments/v3_results/V3-D2__seed_13,planned,89,5
V3-F__seed_13,V3-E3-CONTROLS,F,single_encoder,none,target_only,13,,,v3/experiments/server_configs/V3-F__seed_13.yaml,2b9f983df7d4cce3875d3acc2370c608beb4414be372ef7a5c690f907f050733,E3.1,experiments/v3_results/V3-F__seed_13,planned,90,6
V3-G__seed_13,V3-E3-CONTROLS,G,dual_branch,global_coral,supervised_update,13,,,v3/experiments/server_configs/V3-G__seed_13.yaml,e572208416838ced168fed777701473d41f687b61d3a9ce45676f5ac882f54c6,E3.1,experiments/v3_results/V3-G__seed_13,planned,91,7
V3-E__A_unrestricted_random-01__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-01,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-01,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-01__seed_13.yaml,2e98b9979a46789c65bc4278bb5366bff11645ba607720fc921ab1688d758ac4,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-01__seed_13,planned,92,8
V3-E__A_unrestricted_random-02__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-02,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-02,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-02__seed_13.yaml,e48a13e12c306821be114d055da0ff396c808b21df6b59554951ad6200596ded,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-02__seed_13,planned,93,9
V3-E__A_unrestricted_random-03__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-03,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-03,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-03__seed_13.yaml,6ef2a67ec04107b147edadb69ebc7d043134f47d9e82f2b977c8b47231a2ee39,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-03__seed_13,planned,94,10
V3-E__A_unrestricted_random-04__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-04,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-04,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-04__seed_13.yaml,5bb6265d9382f4a2c11c3d2556c368e88b0db85835d613fed0e75fd9781eefe3,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-04__seed_13,planned,95,11
V3-E__A_unrestricted_random-05__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-05,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-05,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-05__seed_13.yaml,a63d97e79023967ebf15c83e4ce98ed7bbf7dfb137ba61d9a90ce75366242331,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-05__seed_13,planned,96,12
V3-E__A_unrestricted_random-06__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-06,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-06,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-06__seed_13.yaml,b8cb921c4496236c2c393c715ee392db0cac6f705c2cad7bc3664c5de98c448d,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-06__seed_13,planned,97,13
V3-E__A_unrestricted_random-07__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-07,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-07,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-07__seed_13.yaml,0a8a89920a9204b32f021e94b6b4a5161461347ba97af8c97fc751ded0058708,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-07__seed_13,planned,98,14
V3-E__A_unrestricted_random-08__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-08,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-08,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-08__seed_13.yaml,8f4d9f17a0ebdb716e8bc36df4d49e5566cc279124ac4525ff1e5820f2327f38,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-08__seed_13,planned,99,15
V3-E__A_unrestricted_random-09__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-09,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-09,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-09__seed_13.yaml,e4420fe8219b037b16dc4903280105f336af66630b8c4a99dbf46637a3b124f4,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-09__seed_13,planned,100,16
V3-E__A_unrestricted_random-10__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-10,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-10,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-10__seed_13.yaml,d15abbd176eb6c860997936ba0638e814e5b7acebb4ff7a455c55b53849b5e89,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-10__seed_13,planned,101,17
V3-E__A_unrestricted_random-11__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-11,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-11,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-11__seed_13.yaml,3abacb0f912572f32d635af95e88e9c03b62811bfa7ad749fd6a8e54f7dc969f,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-11__seed_13,planned,102,18
V3-E__A_unrestricted_random-12__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-12,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-12,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-12__seed_13.yaml,3536876a902b322efc7c6c66f75e1213710d9681248400ac1c1562f5495c8ae1,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-12__seed_13,planned,103,19
V3-E__A_unrestricted_random-13__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-13,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-13,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-13__seed_13.yaml,ca43bbff85844d5e2cefea1d58f1f90afc152ed24b37adc63c4f488e54dc71bc,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-13__seed_13,planned,104,20
V3-E__A_unrestricted_random-14__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-14,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-14,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-14__seed_13.yaml,25cd776d31805d05fb98bcbb1cbc0c1aefa2b6be38db2e297509439e6ada4052,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-14__seed_13,planned,105,21
V3-E__A_unrestricted_random-15__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-15,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-15,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-15__seed_13.yaml,9ac6263ca8a0bb323cc08bddb5290dfe0e4e70c20041e56aeb3737c399c51245,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-15__seed_13,planned,106,22
V3-E__A_unrestricted_random-16__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-16,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-16,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-16__seed_13.yaml,fd1ddac49c65b47b41b9ae4c2674140863e83de659ffc4bbbf9c38f8debc72e4,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-16__seed_13,planned,107,23
V3-E__A_unrestricted_random-17__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-17,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-17,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-17__seed_13.yaml,16523be05ad7fec612610ccc921bd6d731884637853213474c2a66eaea5d7d1a,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-17__seed_13,planned,108,24
V3-E__A_unrestricted_random-18__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-18,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-18,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-18__seed_13.yaml,4f405e45791ca289e9b6cdc58d037d9fc758afefef006f625d424eb0de711d6c,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-18__seed_13,planned,109,25
V3-E__A_unrestricted_random-19__seed_13,V3-E3-RANDOM,E__A_unrestricted_random-19,dual_branch,random_feature_coral,supervised_update,13,A_unrestricted_random-19,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-19__seed_13.yaml,ef3272e1601d12aa029cf4cdd824ef8e67d0f4e021a9fabdac7e5a2f3f35c616,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-19__seed_13,planned,110,26
V3-E__B_variance_matched-01__seed_13,V3-E3-RANDOM,E__B_variance_matched-01,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-01,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-01__seed_13.yaml,c920a2d5e46875dddca69eedde22bcee8dc50d69b604d1facf448f490f6d3cf3,E3.3,experiments/v3_results/V3-E__B_variance_matched-01__seed_13,planned,111,27
V3-E__B_variance_matched-02__seed_13,V3-E3-RANDOM,E__B_variance_matched-02,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-02,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-02__seed_13.yaml,59075e35892b0b685cdca25bb8acc565ae82305f56e9b6fdd1f9118c78eca157,E3.3,experiments/v3_results/V3-E__B_variance_matched-02__seed_13,planned,112,28
V3-E__B_variance_matched-03__seed_13,V3-E3-RANDOM,E__B_variance_matched-03,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-03,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-03__seed_13.yaml,ed0213364d204a764462394aac93259f6df86a204df899cd527d45d4eb2ab457,E3.3,experiments/v3_results/V3-E__B_variance_matched-03__seed_13,planned,113,29
V3-E__B_variance_matched-04__seed_13,V3-E3-RANDOM,E__B_variance_matched-04,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-04,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-04__seed_13.yaml,e0b668b824328130c59f687e4b64abd2ab36f66a1444e91163e15e0fc1ac60c3,E3.3,experiments/v3_results/V3-E__B_variance_matched-04__seed_13,planned,114,30
V3-E__B_variance_matched-05__seed_13,V3-E3-RANDOM,E__B_variance_matched-05,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-05,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-05__seed_13.yaml,40a1845bcd4e93e96dfc94bf534cd8af2936769f05577c6139bf4062a5e0ce2b,E3.3,experiments/v3_results/V3-E__B_variance_matched-05__seed_13,planned,115,31
V3-E__B_variance_matched-06__seed_13,V3-E3-RANDOM,E__B_variance_matched-06,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-06,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-06__seed_13.yaml,197c170288dbcfc3e6c3ef2480b83ba13dd59d9958966ad60834c43d16abfed6,E3.3,experiments/v3_results/V3-E__B_variance_matched-06__seed_13,planned,116,32
V3-E__B_variance_matched-07__seed_13,V3-E3-RANDOM,E__B_variance_matched-07,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-07,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-07__seed_13.yaml,33a42aa0c409fe8ef56c66e33779f0efcfd08756e28fdb4069c22967aeb64eca,E3.3,experiments/v3_results/V3-E__B_variance_matched-07__seed_13,planned,117,33
V3-E__B_variance_matched-08__seed_13,V3-E3-RANDOM,E__B_variance_matched-08,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-08,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-08__seed_13.yaml,c9977803d8bf04df7c683ca1bc2d83eb7ff4ad73b89b770b54bdfeea8300377f,E3.3,experiments/v3_results/V3-E__B_variance_matched-08__seed_13,planned,118,34
V3-E__B_variance_matched-09__seed_13,V3-E3-RANDOM,E__B_variance_matched-09,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-09,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-09__seed_13.yaml,3e117d2efb89ff15d31ab2467b7d72bacb111fb2059f96c52ed0124893d5d6ee,E3.3,experiments/v3_results/V3-E__B_variance_matched-09__seed_13,planned,119,35
V3-E__B_variance_matched-10__seed_13,V3-E3-RANDOM,E__B_variance_matched-10,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-10,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-10__seed_13.yaml,3eaf04581345416b5a944855a381bbde778a6904796525b0cd0c88ba9823fcea,E3.3,experiments/v3_results/V3-E__B_variance_matched-10__seed_13,planned,120,36
V3-E__B_variance_matched-11__seed_13,V3-E3-RANDOM,E__B_variance_matched-11,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-11,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-11__seed_13.yaml,c6c644a7813b51763bcfd39160acaa86ed292c88c2afcc65eb32dfb5c2bb726b,E3.3,experiments/v3_results/V3-E__B_variance_matched-11__seed_13,planned,121,37
V3-E__B_variance_matched-12__seed_13,V3-E3-RANDOM,E__B_variance_matched-12,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-12,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-12__seed_13.yaml,d25b1c5acaf848a43bc34cc6eefcc31fe61acb70614314266201ce95d6e77474,E3.3,experiments/v3_results/V3-E__B_variance_matched-12__seed_13,planned,122,38
V3-E__B_variance_matched-13__seed_13,V3-E3-RANDOM,E__B_variance_matched-13,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-13,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-13__seed_13.yaml,2351cb9edc8e359196183fa8f8042e86c69deaee5a2e89c0e1897e80d30ec0d4,E3.3,experiments/v3_results/V3-E__B_variance_matched-13__seed_13,planned,123,39
V3-E__B_variance_matched-14__seed_13,V3-E3-RANDOM,E__B_variance_matched-14,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-14,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-14__seed_13.yaml,50b96df001d8d4eb97877f559d7e6d5be9516b1283264c1d60d8294ef75f8814,E3.3,experiments/v3_results/V3-E__B_variance_matched-14__seed_13,planned,124,40
V3-E__B_variance_matched-15__seed_13,V3-E3-RANDOM,E__B_variance_matched-15,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-15,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-15__seed_13.yaml,f6d25bb3514de531c609f7cb41dda06ef7555af36a5a341dae4d0dd94d7a40da,E3.3,experiments/v3_results/V3-E__B_variance_matched-15__seed_13,planned,125,41
V3-E__B_variance_matched-16__seed_13,V3-E3-RANDOM,E__B_variance_matched-16,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-16,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-16__seed_13.yaml,eaf15e5901d9d80fe443602e350adb5d5d7aa5ca0a3075308faa678d0aac5a07,E3.3,experiments/v3_results/V3-E__B_variance_matched-16__seed_13,planned,126,42
V3-E__B_variance_matched-17__seed_13,V3-E3-RANDOM,E__B_variance_matched-17,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-17,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-17__seed_13.yaml,92f1cb1420ef639b3a15e4138f5c3ce436ec49b48525d600382ffd504111f227,E3.3,experiments/v3_results/V3-E__B_variance_matched-17__seed_13,planned,127,43
V3-E__B_variance_matched-18__seed_13,V3-E3-RANDOM,E__B_variance_matched-18,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-18,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-18__seed_13.yaml,fb92b56d926511b58b12bdffccedd75686cc3ef234c6e0754817f87aabe8cdbe,E3.3,experiments/v3_results/V3-E__B_variance_matched-18__seed_13,planned,128,44
V3-E__B_variance_matched-19__seed_13,V3-E3-RANDOM,E__B_variance_matched-19,dual_branch,random_feature_coral,supervised_update,13,B_variance_matched-19,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-19__seed_13.yaml,17b24c8fa0d51e2f6705e63f92bc47c6a5988f41b0aee79c812301defde94ac8,E3.3,experiments/v3_results/V3-E__B_variance_matched-19__seed_13,planned,129,45
V3-E__C_group_size_matched-01__seed_13,V3-E3-RANDOM,E__C_group_size_matched-01,dual_branch,random_feature_coral,supervised_update,13,C_group_size_matched-01,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-01__seed_13.yaml,a8c4162ad57a336e3c4848c31e679cdb56af608b1cad029f5266877ba42410ff,E3.3,experiments/v3_results/V3-E__C_group_size_matched-01__seed_13,planned,130,46
