run_id,experiment_id,model_family_id,architecture,alignment_strategy,training_mode,seed,random_partition_id,random_family,config_path,config_sha256,evidence_node,output_dir,status,execution_index,within_seed_position
V3-E__B_variance_matched-05__seed_42,V3-E3-RANDOM,E__B_variance_matched-05,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-05,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-05__seed_42.yaml,4dca746e3c27587328c369ea9a1dee052898bdeb2b8f67ce9605777efd46a062,E3.3,experiments/v3_results/V3-E__B_variance_matched-05__seed_42,planned,198,30
V3-E__B_variance_matched-06__seed_42,V3-E3-RANDOM,E__B_variance_matched-06,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-06,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-06__seed_42.yaml,3b2c913998ea257c42a00bcc9800e2d9becf5a1932ba77c8d8b071d7dd0193f8,E3.3,experiments/v3_results/V3-E__B_variance_matched-06__seed_42,planned,199,31
V3-E__B_variance_matched-07__seed_42,V3-E3-RANDOM,E__B_variance_matched-07,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-07,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-07__seed_42.yaml,8d10969bd8986d46727590151a01aa0707ada83fbcf0b0fd50f1ff45c2ebe3d4,E3.3,experiments/v3_results/V3-E__B_variance_matched-07__seed_42,planned,200,32
V3-E__B_variance_matched-08__seed_42,V3-E3-RANDOM,E__B_variance_matched-08,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-08,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-08__seed_42.yaml,219aac9b290c3b0a6062a949bb228bb13eefdc4cec57f59bc6ad3d8597fb91aa,E3.3,experiments/v3_results/V3-E__B_variance_matched-08__seed_42,planned,201,33
V3-E__B_variance_matched-09__seed_42,V3-E3-RANDOM,E__B_variance_matched-09,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-09,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-09__seed_42.yaml,48e91ac786f76678ee438e521fbcd98a2ad0be181171b4e5db81b4c18f38b886,E3.3,experiments/v3_results/V3-E__B_variance_matched-09__seed_42,planned,202,34
V3-E__B_variance_matched-10__seed_42,V3-E3-RANDOM,E__B_variance_matched-10,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-10,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-10__seed_42.yaml,b5b17f9e496a0c6cec821aeacf8de25a85045d593cfbc39cb322e0439f7073a1,E3.3,experiments/v3_results/V3-E__B_variance_matched-10__seed_42,planned,203,35
V3-E__B_variance_matched-11__seed_42,V3-E3-RANDOM,E__B_variance_matched-11,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-11,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-11__seed_42.yaml,16672d2df209fe28813e47743183d91043792ef78db12bff9a0143a9c260bb53,E3.3,experiments/v3_results/V3-E__B_variance_matched-11__seed_42,planned,204,36
V3-E__B_variance_matched-12__seed_42,V3-E3-RANDOM,E__B_variance_matched-12,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-12,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-12__seed_42.yaml,52cee3b6f352d53934dcaa586b776bfd99ac7b20e7e0449d847790f61d6d5f37,E3.3,experiments/v3_results/V3-E__B_variance_matched-12__seed_42,planned,205,37
V3-E__B_variance_matched-13__seed_42,V3-E3-RANDOM,E__B_variance_matched-13,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-13,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-13__seed_42.yaml,a87b11ab4da77cadf920799a5b4560b03ba681fb31f31826fd4320eceae6ba56,E3.3,experiments/v3_results/V3-E__B_variance_matched-13__seed_42,planned,206,38
V3-E__B_variance_matched-14__seed_42,V3-E3-RANDOM,E__B_variance_matched-14,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-14,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-14__seed_42.yaml,66ed2e4a840638da553421eb6a58e142215282e70485c1c36bf1dc4cd197081e,E3.3,experiments/v3_results/V3-E__B_variance_matched-14__seed_42,planned,207,39
V3-E__B_variance_matched-15__seed_42,V3-E3-RANDOM,E__B_variance_matched-15,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-15,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-15__seed_42.yaml,ce24c40bbf56893f28c0bd724e03340b23a38257a4e92d8d7eb0d3be8a9bdb63,E3.3,experiments/v3_results/V3-E__B_variance_matched-15__seed_42,planned,208,40
V3-E__B_variance_matched-16__seed_42,V3-E3-RANDOM,E__B_variance_matched-16,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-16,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-16__seed_42.yaml,4107f0c967e7e49340992d146740fd1afebfe57ac386c20e072f2edd7b117831,E3.3,experiments/v3_results/V3-E__B_variance_matched-16__seed_42,planned,209,41
V3-E__B_variance_matched-17__seed_42,V3-E3-RANDOM,E__B_variance_matched-17,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-17,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-17__seed_42.yaml,4da847f48e3d7618fbcc6e0ac6fdc6d40c401f47c150a5a283b7484f7afb6006,E3.3,experiments/v3_results/V3-E__B_variance_matched-17__seed_42,planned,210,42
V3-E__B_variance_matched-18__seed_42,V3-E3-RANDOM,E__B_variance_matched-18,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-18,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-18__seed_42.yaml,94880c8d5dbfec4eae6f7e67274403c4f7281c8399bc4cfc80df3aed021517a7,E3.3,experiments/v3_results/V3-E__B_variance_matched-18__seed_42,planned,211,43
V3-E__B_variance_matched-19__seed_42,V3-E3-RANDOM,E__B_variance_matched-19,dual_branch,random_feature_coral,supervised_update,42,B_variance_matched-19,B_variance_matched,v3/experiments/server_configs/V3-E__B_variance_matched-19__seed_42.yaml,577a84229ce47cbf641278fcc830564049cc792d7e9cf7ebc52c05d6eaab0e6d,E3.3,experiments/v3_results/V3-E__B_variance_matched-19__seed_42,planned,212,44
V3-E__C_group_size_matched-01__seed_42,V3-E3-RANDOM,E__C_group_size_matched-01,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-01,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-01__seed_42.yaml,604896d303479303f798264dfe3d603a9fa86b34896386a1ccf6ccec5a8d945b,E3.3,experiments/v3_results/V3-E__C_group_size_matched-01__seed_42,planned,213,45
V3-E__C_group_size_matched-02__seed_42,V3-E3-RANDOM,E__C_group_size_matched-02,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-02,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-02__seed_42.yaml,79170b34b85e9239002b7f86ccbabcd44533988c2c504873bce02566ef6eedb7,E3.3,experiments/v3_results/V3-E__C_group_size_matched-02__seed_42,planned,214,46
V3-E__C_group_size_matched-03__seed_42,V3-E3-RANDOM,E__C_group_size_matched-03,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-03,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-03__seed_42.yaml,fc6542b4e01c6a6825940b5361a7469e4e4098b4c8964d83b1ac4664ea2450fe,E3.3,experiments/v3_results/V3-E__C_group_size_matched-03__seed_42,planned,215,47
V3-E__C_group_size_matched-04__seed_42,V3-E3-RANDOM,E__C_group_size_matched-04,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-04,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-04__seed_42.yaml,df4859078704310ae596fd6e50c83e4c7a76bac82bf093db54c38f3ff08f4b8d,E3.3,experiments/v3_results/V3-E__C_group_size_matched-04__seed_42,planned,216,48
V3-E__C_group_size_matched-05__seed_42,V3-E3-RANDOM,E__C_group_size_matched-05,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-05,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-05__seed_42.yaml,b9afb1346563ea97301a01954b5d211988ddffc799059891d9ff049369356a86,E3.3,experiments/v3_results/V3-E__C_group_size_matched-05__seed_42,planned,217,49
V3-E__C_group_size_matched-06__seed_42,V3-E3-RANDOM,E__C_group_size_matched-06,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-06,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-06__seed_42.yaml,de44cefb28670a2c8069892bf92404eedd0d31a20d4ff9dd85d3a53bc0ee58f7,E3.3,experiments/v3_results/V3-E__C_group_size_matched-06__seed_42,planned,218,50
V3-E__C_group_size_matched-07__seed_42,V3-E3-RANDOM,E__C_group_size_matched-07,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-07,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-07__seed_42.yaml,b8af48ebab525dde04131ddcdb3cd6f8765df9edb376fe020dd5f568e7c72753,E3.3,experiments/v3_results/V3-E__C_group_size_matched-07__seed_42,planned,219,51
V3-E__C_group_size_matched-08__seed_42,V3-E3-RANDOM,E__C_group_size_matched-08,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-08,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-08__seed_42.yaml,2f559319add25b3f88e4eef34656fcab2556e94657228be9d548342f7cb209b2,E3.3,experiments/v3_results/V3-E__C_group_size_matched-08__seed_42,planned,220,52
V3-E__C_group_size_matched-09__seed_42,V3-E3-RANDOM,E__C_group_size_matched-09,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-09,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-09__seed_42.yaml,49d8c8358551ad12723d2bfead652197de74e8ef1d3c4068c17f039ba3ab7c29,E3.3,experiments/v3_results/V3-E__C_group_size_matched-09__seed_42,planned,221,53
V3-E__C_group_size_matched-10__seed_42,V3-E3-RANDOM,E__C_group_size_matched-10,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-10,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-10__seed_42.yaml,82796d1cbcad502b4909566e29aa9fa94cef24fdd4aeb46bb4f60e17d038e5ae,E3.3,experiments/v3_results/V3-E__C_group_size_matched-10__seed_42,planned,222,54
V3-E__C_group_size_matched-11__seed_42,V3-E3-RANDOM,E__C_group_size_matched-11,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-11,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-11__seed_42.yaml,d86c0a91aa5df9e34f3f4d3730be5ec0aa0e6c3b4ffb920cc0d45318dad7e632,E3.3,experiments/v3_results/V3-E__C_group_size_matched-11__seed_42,planned,223,55
V3-E__C_group_size_matched-12__seed_42,V3-E3-RANDOM,E__C_group_size_matched-12,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-12,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-12__seed_42.yaml,9c95bc906a850f0a8eb80ecfae776cf79309aa5862692d51a48ad53c482d6da2,E3.3,experiments/v3_results/V3-E__C_group_size_matched-12__seed_42,planned,224,56
V3-E__C_group_size_matched-13__seed_42,V3-E3-RANDOM,E__C_group_size_matched-13,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-13,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-13__seed_42.yaml,56006400e05b005ab993ad1ea331503d8c550c1979dbdb4d04883f0df00af4b4,E3.3,experiments/v3_results/V3-E__C_group_size_matched-13__seed_42,planned,225,57
V3-E__C_group_size_matched-14__seed_42,V3-E3-RANDOM,E__C_group_size_matched-14,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-14,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-14__seed_42.yaml,3158ee79818fb3827618c68c6c7fd244c9f31f56c1b5944f8efce0db0e1a2e50,E3.3,experiments/v3_results/V3-E__C_group_size_matched-14__seed_42,planned,226,58
V3-E__C_group_size_matched-15__seed_42,V3-E3-RANDOM,E__C_group_size_matched-15,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-15,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-15__seed_42.yaml,529c7bb99bc97a1e0ed2776fafe24b896670c12ee32985167820bdc91368a551,E3.3,experiments/v3_results/V3-E__C_group_size_matched-15__seed_42,planned,227,59
V3-E__C_group_size_matched-16__seed_42,V3-E3-RANDOM,E__C_group_size_matched-16,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-16,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-16__seed_42.yaml,cf61e6613ebb0b2803cc99e97415b2b2185b85ffd0b677666ff20f111b8a6c3f,E3.3,experiments/v3_results/V3-E__C_group_size_matched-16__seed_42,planned,228,60
V3-E__C_group_size_matched-17__seed_42,V3-E3-RANDOM,E__C_group_size_matched-17,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-17,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-17__seed_42.yaml,4cde0f643806e9f266a412949a6e6dbdee0ed37a55b480c1eca1bb78192028bc,E3.3,experiments/v3_results/V3-E__C_group_size_matched-17__seed_42,planned,229,61
V3-E__C_group_size_matched-18__seed_42,V3-E3-RANDOM,E__C_group_size_matched-18,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-18,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-18__seed_42.yaml,eece015f257b4c659232003b1116e3ae972ce434d5a127391585eb6cdc8dcff0,E3.3,experiments/v3_results/V3-E__C_group_size_matched-18__seed_42,planned,230,62
V3-E__C_group_size_matched-19__seed_42,V3-E3-RANDOM,E__C_group_size_matched-19,dual_branch,random_feature_coral,supervised_update,42,C_group_size_matched-19,C_group_size_matched,v3/experiments/server_configs/V3-E__C_group_size_matched-19__seed_42.yaml,29e4578fc1cf270f6379ad95138c1cdef7eebc9977e25a8378ec3ed6c355a7d4,E3.3,experiments/v3_results/V3-E__C_group_size_matched-19__seed_42,planned,231,63
V3-E__D_clinical_type_matched-01__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-01,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-01,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-01__seed_42.yaml,2f1de4f4f0b85c4ef67a46591db2aa953afd2f0e052dedb995357cc792c05bfe,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-01__seed_42,planned,232,64
V3-E__D_clinical_type_matched-02__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-02,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-02,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-02__seed_42.yaml,3e039db36ca3d3689e7ccea554b0915ba8482046a3a697c172f936da93abf990,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-02__seed_42,planned,233,65
V3-E__D_clinical_type_matched-03__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-03,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-03,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-03__seed_42.yaml,57cfd54d179b70a5a4ee5d62f55e0387ae62416030baa6a2a7ca37043329b56b,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-03__seed_42,planned,234,66
V3-E__D_clinical_type_matched-04__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-04,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-04,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-04__seed_42.yaml,b37fcdcaaa82000b868c9a87b684b58de99c673dd825f6e4afa121cb5a436b67,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-04__seed_42,planned,235,67
V3-E__D_clinical_type_matched-05__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-05,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-05,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-05__seed_42.yaml,4052c7cad9ffbe42a3586a6744db0f347a40ada5e599040182c424c5ee73c164,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-05__seed_42,planned,236,68
V3-E__D_clinical_type_matched-06__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-06,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-06,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-06__seed_42.yaml,c97b369fa45305bb4c737b830f359d0014d0336680f7c3892012b949bb8973ac,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-06__seed_42,planned,237,69
V3-E__D_clinical_type_matched-07__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-07,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-07,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-07__seed_42.yaml,c04381ab4b09773bcb370bc0e2a9a94050f0eedb092dd7504596e3bbf9665de0,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-07__seed_42,planned,238,70
V3-E__D_clinical_type_matched-08__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-08,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-08,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-08__seed_42.yaml,021fba2e69a449d15db73185dec1cdf4527357ad9b38f87e554122aef22998ca,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-08__seed_42,planned,239,71
V3-E__D_clinical_type_matched-09__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-09,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-09,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-09__seed_42.yaml,4c30cafc7602430700ab99324289a28a7a82d442653a42d9774ee8d1cb1ac3ee,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-09__seed_42,planned,240,72
V3-E__D_clinical_type_matched-10__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-10,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-10,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-10__seed_42.yaml,a3107f147223ed3b5504a1b6c63a5b86d4cb5bcee936d72d3335d1dccfc07baf,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-10__seed_42,planned,241,73
V3-E__D_clinical_type_matched-11__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-11,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-11,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-11__seed_42.yaml,ea88542df7b14c7d0f81bba707beb7a56e24c3183249de181482eebe8bf7888b,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-11__seed_42,planned,242,74
V3-E__D_clinical_type_matched-12__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-12,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-12,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-12__seed_42.yaml,0ec737a2314b551cf8540d7125b9f9a39e7a967b36920147767b953315881286,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-12__seed_42,planned,243,75
V3-E__D_clinical_type_matched-13__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-13,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-13,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-13__seed_42.yaml,3bdebf7a7495f370b2d4c8dde2c7af33e2293c9d2837815510de2242c16b802d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-13__seed_42,planned,244,76
V3-E__D_clinical_type_matched-14__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-14,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-14,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-14__seed_42.yaml,d157093749ab97c59a49a733d1b1395606a55df5d2e89712597d9b9e27e3b7a2,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-14__seed_42,planned,245,77
V3-E__D_clinical_type_matched-15__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-15,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-15,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-15__seed_42.yaml,26a0d274e063706b2b65e20bf00691b62962cee493eb333420c95c869239f560,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-15__seed_42,planned,246,78
V3-E__D_clinical_type_matched-16__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-16,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-16,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-16__seed_42.yaml,3eff25ee2a160abd0de9713ba42c6efd92f1d518cd29cae78307d0379cb71bf9,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-16__seed_42,planned,247,79
V3-E__D_clinical_type_matched-17__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-17,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-17,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-17__seed_42.yaml,7ce4f0f7a54be1a2fd4a1e277a541bcb44217bb97c11697d8476c55173a14b06,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-17__seed_42,planned,248,80
V3-E__D_clinical_type_matched-18__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-18,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-18,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-18__seed_42.yaml,e1100b65df7f154b143c49c9aa34d2ced5c360dcaf0d1374b2d60bf5453a323d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-18__seed_42,planned,249,81
V3-E__D_clinical_type_matched-19__seed_42,V3-E3-RANDOM,E__D_clinical_type_matched-19,dual_branch,random_feature_coral,supervised_update,42,D_clinical_type_matched-19,D_clinical_type_matched,v3/experiments/server_configs/V3-E__D_clinical_type_matched-19__seed_42.yaml,2406c994690547c3cfd80f9ea3d203d443739d3eec7f8143cf67751aeb66193d,E3.3,experiments/v3_results/V3-E__D_clinical_type_matched-19__seed_42,planned,250,82
V3-source_only__seed_42,V3-E3-CONTROLS,source_only,single_encoder,none,source_only,42,,,v3/experiments/server_configs/V3-source_only__seed_42.yaml,290b8013c58b1ba7df64ac5796a03b01596c008f4132b926a69fa4811d9f66e1,E3.1,experiments/v3_results/V3-source_only__seed_42,planned,251,83
V3-A__seed_42,V3-E3-CONTROLS,A,single_encoder,no_alignment,supervised_update,42,,,v3/experiments/server_configs/V3-A__seed_42.yaml,2e6e585ab4afe20c7547133cbc233ce6ba84a468c06dbc1709116f24d07d26b8,E3.1,experiments/v3_results/V3-A__seed_42,planned,252,84
V3-C__seed_99,V3-E3-CONTROLS,C,dual_branch,no_alignment,supervised_update,99,,,v3/experiments/server_configs/V3-C__seed_99.yaml,35bbbcface00d3b87eaa5ed97084dd159b02f0cf89f37b70a99600db75415d31,E3.1,experiments/v3_results/V3-C__seed_99,planned,253,1
V3-D1__seed_99,V3-E3-SELECTIVE,D1,dual_branch,physiology_coral,supervised_update,99,,,v3/experiments/server_configs/V3-D1__seed_99.yaml,c9998e34b611e027459622b2f70ee9977db7ccc7be8dbe0015aac10074cdeb54,E3.2,experiments/v3_results/V3-D1__seed_99,planned,254,2
V3-D2__seed_99,V3-E3-SELECTIVE,D2,dual_branch,treatment_coral,supervised_update,99,,,v3/experiments/server_configs/V3-D2__seed_99.yaml,1c48e9ed0cc7f8016ac1a92af4916dc1cc750151bba92eb04152b01ff66b4ba3,E3.2,experiments/v3_results/V3-D2__seed_99,planned,255,3
V3-F__seed_99,V3-E3-CONTROLS,F,single_encoder,none,target_only,99,,,v3/experiments/server_configs/V3-F__seed_99.yaml,2235468d38c2ad26e0f9069bbd4576298edda4289eddd86345477b985d1d78b3,E3.1,experiments/v3_results/V3-F__seed_99,planned,256,4
V3-G__seed_99,V3-E3-CONTROLS,G,dual_branch,global_coral,supervised_update,99,,,v3/experiments/server_configs/V3-G__seed_99.yaml,6f59728f50acae57800fba958047e65e6da0b707aa51fcf7481326721c031156,E3.1,experiments/v3_results/V3-G__seed_99,planned,257,5
V3-E__A_unrestricted_random-01__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-01,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-01,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-01__seed_99.yaml,d0247ebed6f13ab4debfd81057609af9812e73a46b928d8ece2385b503e7ee0d,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-01__seed_99,planned,258,6
V3-E__A_unrestricted_random-02__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-02,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-02,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-02__seed_99.yaml,1bb6dc7f5ed6a7306d7b454c475852327ee957d50eb294005e10500d2cca565c,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-02__seed_99,planned,259,7
V3-E__A_unrestricted_random-03__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-03,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-03,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-03__seed_99.yaml,107f29a2c64eab1a4260e0626bcff3ff70e9b4df5770b29c124b92f942fb3430,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-03__seed_99,planned,260,8
V3-E__A_unrestricted_random-04__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-04,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-04,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-04__seed_99.yaml,926f7aeb8af76e329b3ac97005833c998cb3e4a4c8c67349ab741f423eb32004,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-04__seed_99,planned,261,9
V3-E__A_unrestricted_random-05__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-05,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-05,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-05__seed_99.yaml,278c4ba73556ebda1bf3df068fb7653122b56c89b6b9ec846511acfff52e5a08,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-05__seed_99,planned,262,10
V3-E__A_unrestricted_random-06__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-06,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-06,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-06__seed_99.yaml,b24bd9f38c474a0e3f51224ec4355fc7ec76083ff7ef1bc1984f3a1236837717,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-06__seed_99,planned,263,11
V3-E__A_unrestricted_random-07__seed_99,V3-E3-RANDOM,E__A_unrestricted_random-07,dual_branch,random_feature_coral,supervised_update,99,A_unrestricted_random-07,A_unrestricted_random,v3/experiments/server_configs/V3-E__A_unrestricted_random-07__seed_99.yaml,1593a420b6e1c618c2695c3cbf37f4b14bc32cd0d71afe1396c88c119b9e92a8,E3.3,experiments/v3_results/V3-E__A_unrestricted_random-07__seed_99,planned,264,12
